water_level_change,water_flow
-15.93675813378541,2.1343105067296686
-29.152979217238133,1.1732566787564553
36.18954862666253,34.35910918053895
37.49218733199513,36.83795516371235
-48.058829452570066,2.808965074479856
-8.941457938049755,2.121072476666392
15.307792889226079,14.710268306562307
-40.686110015367476,4.959369720997111
-4.472010975766456,4.451598803470352
26.53363489478886,22.27631845748984
-42.797683100179555,-4.387382739157175e-05
25.374099383527664,20.503801579308035
-31.10955397730775,3.8583447626973317
27.31176863521341,19.36505291560758
-3.2638620136567207,4.883762805453054
-1.8182764871158748,11.097158848382119
-40.71966240251616,7.461708266154005
-50.01324364549543,1.4769346422983864
-17.41177154801638,2.719163877647038
3.5881936966441286,10.92690065536873
7.085480261970673,8.348712346301108
46.28236901853893,52.781927979043786
14.612289091656539,13.357339606074687
