cz,czname,stateabbrv,aum,rm,pop2000,intersects_msa,cs_race_bla,cs_race_theil_2000,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,gini99,frac_middleclass,taxrate,subcty_total_expenditure_pc,tax_st_diff_top20,eitc_exposure,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_labforce,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,incgrowth0010
10302.0,Dothan,AL,39.018,0.40724,223605,1.0,0.21254891,0.14239226,0.04996534,0.04649327,0.055158757,0.36089605,32267.8,0.49754,12.707,0.37047,0.48549,0.009565123,2187.2327,0.0,0.0,4.822100240180876,17.249420757511636,-11.823328,0.0064656055,0.013416516,1580.1238,-0.09728762,0.6078667,0.1594111,0.7440491783295083,0.0033153999,0.017530913888329867,0.017937881532166095,0.019940982,-1.400221900312497,0.63183737,0.0017665079,0.2476715,0.10731583,0.58868396,-0.0066665136
10400.0,Meridian,MS,37.3035,0.4465,157091,0.0,0.34429726,0.21592358,0.052540705,0.059148908,0.042360727,0.33260566,29016.2,0.4769,9.726,0.37964,0.44997,0.011744756,1496.2007,0.0,0.0,4.355198157709023,17.410811574744724,-9.970812,0.013816473,0.01909721,972.8428,-0.066967525,0.5772298,0.19820616,10.030822726265361,0.0031213001,0.01061168367379417,0.013062492440687246,0.006401097,-0.3862879539773,0.6419273,0.0011458327,0.30653667,0.10125988,0.51995224,-0.010579083
10501.0,Columbus,MS,36.02175,0.44751,95083,1.0,0.4528675,0.13352011,0.04630089,0.043304615,0.04671115,0.36216098,29114.52,0.5358,12.123,0.41456997,0.41583,0.010128973,2064.528,0.0,0.0,5.112722071277569,19.29455191702599,-13.6432,0.0003739119,0.010517127,2656.0,0.05463914,0.57606167,0.2483541,1.6064569161334812,0.0023575001,0.012967617765531167,0.020424260908890126,0.01027654,-0.965637074649123,0.5235741,0.0019351514,0.33228496,0.08467924,0.5239118,-0.0076217605
10502.0,Starkville,MS,36.79075,0.44811,105093,0.0,0.40084496,0.07703757,0.015067954,0.01564088,0.011788427,0.4371204,26131.434,0.48628,9.504,0.39124,0.42766,0.010044589,1979.1796,0.0,0.0,4.801710159816085,17.565459189597124,-14.345069,0.0069474024,0.028546145,3215.0186,0.28567925,0.5830976,0.23213407,4.571128428278995,0.0021582,0.011380396410798055,0.01472981073905969,0.017486654,-0.4272281309629896,0.544708,0.0013892457,0.3181892,0.07874825,0.47912538,-0.0075316126
10600.0,Jasper,AL,41.94475,0.37903,161169,1.0,0.059844013,0.12277377,0.012874664,0.0114461165,0.012860015,0.32030433,28444.61,0.41867,9.24,0.32626998,0.52196,0.0084575955,1311.6622,0.0,0.0,4.646574982848416,17.04790772909487,-5.2196,-0.006353312,0.006204667,1560.0,-0.17063665,0.551458,0.2504086,2.1488659999992303,0.0025741,0.01161513690598068,0.01145381556006428,0.007052502,-0.7967415908834191,0.61129624,0.0017621255,0.18199033,0.10715632,0.61476034,-0.00042600048
10700.0,Birmingham,AL,37.5835,0.39198,1038182,1.0,0.2705701,0.4199312,0.107815266,0.09576748,0.118299946,0.21974465,38196.07,0.56323,16.063,0.4026,0.45293,0.016814014,1864.4697,0.0,0.0,5.138759707013996,17.267016122769604,-12.13317,-0.0032543154,0.012521889,5277.0874,-0.041583274,0.6235606,0.119994126,0.3780664793805401,0.0036739998,0.01727731746456787,0.016210067213648476,0.02221231,-0.39247218714068266,0.57960165,0.0018956725,0.24202394,0.107607715,0.5528106,-0.0041637984
10801.0,Tuscaloosa,AL,36.855247,0.41753,261112,1.0,0.38317275,0.27151155,0.08759144,0.08673862,0.08190027,0.3428588,30158.424,0.5595,14.755,0.41195,0.41342,0.011024463,1978.6721,0.0,0.0,4.862373502187061,16.871413979927176,-19.805166,-0.00033524595,0.030638194,3229.0405,0.14386922,0.5711049,0.17681043,1.1945385265174973,0.0026325,0.017961640981647722,0.017211005239131102,0.015399187,-1.1244626668899949,0.47504136,0.0023476516,0.31107885,0.0917526,0.48617968,-0.015876705
10802.0,Demopolis,AL,37.42325,0.39097,63233,0.0,0.58905953,0.113423735,0.026060872,0.02244063,0.03464784,0.33737344,27364.342,0.52186,9.592,0.42594,0.3391,0.008530393,1603.5092,0.0,0.0,5.281731300845114,16.945383461022033,-20.058891,-0.0065785404,0.015814528,2504.0,0.027867,0.4967187,0.24683122,0.8542908047750014,0.0021631,0.00868217544636503,0.017142947511584142,0.0062531065,-0.7312291799509038,0.40554774,0.0022140339,0.37214783,0.08375766,0.48882884,-0.017435033
10900.0,Pensacola,FL,39.736,0.33476,623252,1.0,0.13715158,0.13769168,0.060624927,0.056729134,0.06660934,0.30913886,34256.17,0.47093,13.6710005,0.33422,0.54191,0.013551167,1995.327,0.0,0.0,5.409189899742984,19.184600132187708,5.389519,-0.009549182,0.0064179497,3254.3232,0.025006779,0.61344033,0.06339713,0.24769188850962656,0.0038923002,0.03461681631186101,0.03384184888295585,0.039550062,-1.2160378986645963,0.4439023,,0.24052526,0.12053834,0.5549849,0.0036886637
11001.0,Mobile,AL,38.0195,0.38806,599405,1.0,0.28922182,0.31693515,0.07679238,0.083799526,0.07076735,0.266944,33321.26,0.53114,13.029,0.40085003,0.45948,0.014697,1804.5787,0.0,0.0,4.504059055429785,17.808649215512585,-11.937875,0.00016522317,0.011678248,4673.3926,-0.03947235,0.58724755,0.14925805,0.7730930724739278,0.0032561999,0.015732267832267,0.012944503299104945,0.020577796,-0.984364171775608,0.5148205,0.0021788273,0.27268964,0.107071325,0.5499479,-0.0062064016
11002.0,Atmore,AL,39.17925,0.39257,76853,0.0,0.35877585,0.13377549,0.021888895,0.022669347,0.020521257,0.38977346,27014.969,0.49286,11.466001,0.3782,0.44221,0.008141218,1418.7382,0.0,0.0,4.629801187715058,17.617730034722225,-16.943747,0.0042746575,0.039035562,1492.5466,-0.026110772,0.52801186,0.25439313,0.7676176911836821,0.0024929,0.01053960157703668,0.0165120424706908,0.0047530537,-1.185823288763154,0.50815195,0.0032659753,0.27674344,0.11057408,0.5356328,-0.015659722
11101.0,Montgomery,AL,35.841248,0.43289,367927,1.0,0.40114206,0.26456514,0.10175721,0.103214405,0.10301967,0.27793345,33533.473,0.5537,13.411,0.41958997,0.43606,0.013189466,1662.8672,0.0,0.0,4.423712207057554,17.86364586224348,-17.886496,0.0045687393,0.024461374,3753.116,-0.053436007,0.6047082,0.11653822,0.5581826160006307,0.0031694002,0.019384280033811055,0.019968635082502777,0.015408901,-0.7128337397894032,0.49681595,0.001664006,0.30113673,0.11279687,0.51652575,-0.0031344292
11102.0,Troy,AL,42.23425,0.41885,80901,0.0,0.23180184,0.12882237,0.016003177,0.013199448,0.015075761,0.4092519,28445.043,0.52719,14.481001,0.38238,0.43201,0.008564937,2188.063,0.0,0.0,4.634724186704385,16.662411598302686,-10.04071,0.0060685393,0.03708236,2422.9636,0.01569822,0.57182866,0.17114593,0.839692604782394,0.0029515,0.01601957948603849,0.01572292060666741,0.01005905,-1.2750690284538375,0.60588866,0.002608126,0.2615278,0.097579345,0.5499872,-0.0061849933
11201.0,Bluefield,VA,44.031,0.32368,199334,0.0,0.036887836,0.13231267,0.018396832,0.019026343,0.016817238,0.31955734,27293.572,0.44259,10.1779995,0.34081,0.54793,0.015421209,1709.2302,0.0,0.0,5.617914591769332,15.220626317374283,-2.0294938,-0.014792769,0.025083529,1493.8033,-0.044182222,0.5088405,0.14022233,0.321510959907051,0.0031347,0.006566867669338898,0.007805993959886422,0.006572992,-0.43403487069729435,0.38986826,0.002546229,0.18241085,0.09117249,0.60611784,-0.0068803886
11202.0,Welch,WV,44.55225,0.27513,53037,0.0,0.06401192,0.23161976,0.019137934,0.01644788,0.030030064,0.26330662,22243.967,0.39955,5.447,0.34508,0.50724,0.010441879,1210.7189,2.5,0.0,6.845768473787797,14.858514070621974,-8.75686,-0.0060202405,0.037709523,11339.981,,0.3641079,0.042809855,0.008528002663241965,0.0017934,0.0066368761430699325,0.009597073740973282,0.0033801105,-1.4954013139062001,0.27680677,0.0022625714,0.20877248,0.08666063,0.59275776,-0.008579057
11203.0,Big Stone Gap,VA,43.634,0.32636,84011,0.0,0.013141137,0.06831804,0.011458589,0.010205865,0.011561228,0.31688547,25086.338,0.44092,9.891,0.34201,0.52522,0.021286104,1691.1539,0.0,0.0,5.7896040390381165,,7.397763,-0.018753981,0.023806406,1413.5238,-0.020761486,0.47662866,0.07707932,0.4525189238486641,0.0025387001,0.005939698372832129,0.005987311185440002,0.004316961,-0.6621760514172793,0.41704062,0.0012941218,0.19432999,0.0965264,0.584769,-0.0076480038
11301.0,Fredericksburg,VA,41.8675,0.34046,241044,1.0,0.15234563,0.05064876,0.053180397,0.059591025,0.043735888,0.20472974,41265.92,0.30989,7.6,0.23389,0.48605,0.019270845,1840.2207,0.0,0.0,5.53900154156291,,-2.8200312,-0.012115161,0.00829724,1659.7745,0.3096352,0.72363657,0.056122795,0.23389767267484193,0.0048167,0.06277692039627619,0.03543751348301555,0.034539632,-1.1454507000442067,0.41553408,0.0009956688,0.15832862,0.08468951,0.6085897,0.004985347
11302.0,Baltimore,MD,38.831753,0.41243,2512431,1.0,0.27542248,0.3562437,0.13039003,0.12700708,0.13229981,0.19922338,44194.33,0.48937,15.564001,0.33372998,0.45588,0.022132415,2088.159,1.0,11.428572,6.871536958743421,17.98050225967619,-2.4398923,0.017350174,0.012338648,7780.2866,-0.03536176,0.66348547,0.08398297,0.6467276300173105,0.0055771,0.02148596319660122,0.022272850478281793,0.057948757,-0.08081189825271592,0.4424452,0.002589126,0.26208964,0.09165016,0.5064815,0.0042813118
11303.0,Colonial Beach,VA,39.631252,0.37553,59342,0.0,0.31156686,0.045914292,0.009308254,0.0077533387,0.0052134767,0.30963078,39561.477,0.43953,6.938,0.37014997,0.49457,0.014604321,1583.1978,0.0,0.0,4.996482069904675,,1.4024954,,,,,0.52861756,0.099011116,0.23258400161462905,0.0046812003,0.015553907856155843,0.009369417950187052,0.020477127,0.9700109032422967,0.43652052,0.00072461326,0.25093952,0.07440464,0.5995172,0.0007460689
11304.0,Washington DC,DC,43.231,0.32956,4632415,1.0,0.26696572,0.27131253,0.1273134,0.11505075,0.13615364,0.16001946,53705.695,0.45574,16.054,0.2952,0.40654,0.03248934,3565.878,2.5,2.3809524,7.69376564029689,18.878821104155417,-6.8822513,-0.0018630888,0.008634805,10316.567,-0.049678326,0.71364826,0.039349776,0.20909497348394787,0.0045411,0.025540889579193576,0.030260242227866028,0.1773816,-0.7480562366047123,0.46054637,0.0012368374,0.21452756,0.08442928,0.5223682,0.0038216321
11401.0,Marquette,MI,45.139,0.292,121919,0.0,0.013254702,0.088316016,0.037209652,0.039452348,0.032782774,0.50074124,32535.275,0.33749,8.571,0.25178,0.6147,0.019953508,2235.9517,0.0,0.0,5.961482210814348,18.33873906330417,8.529982,,0.008202167,2850.0,-0.0027672832,0.602839,0.11451192,0.2375377887551967,0.0045101,0.007742845659823325,0.008407221187837826,0.012336543,0.6973171304265507,0.6328382,0.0010580795,0.19305399,0.092979856,0.56136453,-0.0051207505
11402.0,Marinette,MI,46.27825,0.33469,114408,0.0,0.0025872316,0.051440388,0.015186812,0.012747063,0.017115956,0.52502495,34016.26,0.30514,6.115,0.24398999,0.64592,0.02203973,2298.926,0.0,0.0,6.237792152119502,17.336542515811665,7.498083,-0.032647952,,,0.2168205,0.60553706,0.2553618,1.1922881871237776,0.0055483,0.010558702188658136,0.009876931683099084,0.010644461,1.0646103222926968,0.6822512,0.0003845885,0.17981142,0.09782261,0.59154207,0.0023512377
11403.0,Sault Ste. Marie,MI,42.14875,0.28099,57510,0.0,0.045487743,0.115954086,0.014757938,0.01838404,0.010242814,0.5385239,26896.283,0.38056,8.2439995,0.29812002,0.58789,0.024856258,2279.3245,0.0,0.0,6.246146829177107,17.24533959941815,-1.0937573,,0.03477656,3724.5374,-0.09106718,0.53540534,0.052385915,0.25102410423809907,0.0060682,0.008850634672230916,0.007424795687706486,0.02400837,-0.009832257522756327,0.35225177,0.0011302382,0.22315925,0.11085973,0.53404236,0.009375999
11500.0,Jackson,MI,40.1865,0.32982,303839,1.0,0.048137337,0.2098882,0.0513102,0.04907062,0.052138407,0.35553092,36187.984,0.34991,8.529,0.26462,0.56133,0.018096702,1937.2661,0.0,0.0,5.998438351548208,20.267332678870467,-3.2692823,,0.0197473,9196.618,-0.14744557,0.63388157,0.270792,1.2788599302226484,0.0048142998,0.017700163573471477,0.015889994372019392,0.015890574,-0.014070023403449879,0.3498366,0.00092812313,0.20523843,0.10083175,0.5950271,-0.018129945
11600.0,Detroit,MI,37.3315,0.35834,5327827,1.0,0.2136385,0.47419348,0.11988315,0.10871303,0.12750475,0.24303986,44744.51,0.44251,14.548,0.29703,0.43429,0.024030257,2629.441,0.0,0.0,7.582350852649597,20.867360184146246,-5.393213,,0.007507751,5168.575,-0.11549478,0.6460731,0.22697186,0.7466414454297956,0.0048513003,0.008159799482978708,0.01270255209112458,0.07149909,-0.2630461801959584,0.4082595,0.0025852162,0.24860607,0.10532962,0.5156981,-0.018289402
11700.0,Lansing,MI,39.50525,0.35017,447728,1.0,0.07931155,0.1636047,0.08014541,0.0782292,0.07921939,0.35557836,37719.36,0.35945,10.217,0.25728002,0.50886,0.024835378,2772.6694,0.0,0.0,7.61912674982162,19.121806579087895,-1.4814892,,0.011167495,4724.4976,0.18519104,0.6893513,0.13297941,0.19994089011465968,0.0046605,0.020251134617446306,0.02506209126969946,0.045412734,1.048173496847693,0.37546232,0.0013333929,0.22833122,0.10476619,0.50974524,-0.014377597
11800.0,Mount Pleasant,MI,41.836002,0.36416,136888,0.0,0.02092952,0.10602345,0.034959905,0.040185068,0.029678397,0.46744108,27945.188,0.37493,8.002,0.29490998,0.58486,0.020969624,1879.5104,0.0,0.0,7.389733656471319,18.330159341452845,2.1973124,,0.021915726,4344.8394,0.120030954,0.6015661,0.1521411,0.6362288520585648,0.0039364,0.022726608614341653,0.01906668225118345,0.016769892,-0.16391022568642735,0.28192392,0.00061364035,0.20494445,0.09301936,0.50046724,-0.017477877
11900.0,Saginaw,MI,40.90725,0.34869,540707,1.0,0.07748744,0.32491723,0.056116242,0.053072322,0.0565784,0.3755348,36937.96,0.39802,8.79,0.31012,0.50617,0.022077607,2118.3203,0.0,0.0,6.193142312604335,20.099766897308243,-1.906869,,0.007397722,4224.317,-0.092438415,0.61317533,0.22115539,0.6834876291513804,0.0043271,0.010669364369242491,0.012296863180983416,0.018813765,0.5439593666784045,0.50371826,0.0013519337,0.22764094,0.09462562,0.5725184,-0.011461093
12001.0,Big Rapids,MI,41.5415,0.33322,120045,0.0,0.023841059,0.11940361,0.021837981,0.025763752,0.01861195,0.4067705,30109.229,0.37084,7.829,0.29255003,0.59267,0.023068303,1750.9182,0.0,0.0,6.058584721555463,19.426121384321583,1.6660748,,0.016660418,4440.3506,0.047916275,0.60283715,0.23266986,1.6307993891732022,0.0045552,0.019667624640759714,0.016368861676871172,0.015374353,0.06802771293871039,0.32584447,0.0016243908,0.20497067,0.10450152,0.5833583,-0.013349511
12002.0,Ludington,MI,42.23825,0.36005,52801,0.0,0.011136153,0.063436985,0.019881204,0.01969986,0.020690111,0.49251708,33399.83,0.37141,9.758,0.27383,0.60029,0.028585343,2207.4485,0.0,0.0,6.003854673723964,18.279172738482234,6.4166903,,0.018939035,1974.0,-0.22544421,0.5890107,0.20808536,1.4814059565642088,0.0061965003,0.016154997064449537,0.015586826007083198,0.013943497,1.0413503679477598,0.44696122,0.0007386224,0.20570095,0.10515835,0.5904371,0.0007111946
12100.0,Kalamazoo,MI,37.98175,0.38547,509606,1.0,0.08233027,0.1834902,0.06353676,0.060249567,0.064357415,0.3602356,36930.98,0.41235,10.894,0.30341,0.51967,0.021771071,2148.948,0.0,0.0,6.573410394520292,18.927137277761588,-2.101165,,0.013736102,5368.794,-0.01637197,0.6668507,0.23738365,0.7809091157472754,0.0050816,0.019405187537038418,0.020205806054088844,0.032103732,0.2916704701307027,0.32501972,0.001724977,0.23162934,0.10618572,0.5432631,-0.011361064
12200.0,Grand Rapids,MI,40.1235,0.3777,1286045,1.0,0.064012535,0.25622067,0.065761454,0.05594569,0.07273483,0.34351888,37482.85,0.3806,12.658999,0.25401002,0.55851,0.022791693,2328.3225,0.0,0.0,7.234219343273118,19.76528827128204,0.36945793,,0.011663667,7136.9565,-0.013618119,0.68217283,0.2697797,1.1966036371501765,0.004813,0.011634896135049706,0.01243191334673359,0.04605585,0.5053102777663752,0.46886617,0.0019066207,0.19305268,0.095384546,0.57099473,-0.014547072
12301.0,Traverse City,MI,41.667,0.305,154452,0.0,0.002997695,0.03612302,0.0336644,0.02782276,0.037734225,0.35621554,39702.8,0.41629,13.983,0.27646,0.59513,0.026308706,2555.1724,0.0,0.0,6.31440455033214,18.82714155779725,5.2839417,,0.0064745033,2984.0,-0.27912,0.65423733,0.13865614,0.8144799385764795,0.0068921,0.018381115168466577,0.012702975681765209,0.018865952,0.8995087306884675,0.3795807,0.0006668739,0.174252,0.104876906,0.6120474,-0.0022261234
12302.0,Petoskey,MI,42.1125,0.28734,83975,0.0,0.0029294433,0.021466753,0.030569155,0.030137382,0.032712713,0.4284982,37710.973,0.48823,21.387001,0.27436,0.59919,0.029571604,2362.9429,0.0,0.0,6.35657463951845,19.14492083398653,6.2581906,,0.011908306,2190.0,-0.30495793,0.6325046,0.1420412,0.6706147425201338,0.0067382995,0.015873771955939267,0.012753795772551355,0.01446365,0.9327265852849806,0.4160643,0.00084548973,0.17828186,0.1066448,0.6075249,0.0109321
12401.0,Alpena,MI,41.988003,0.34548,84783,0.0,0.002771782,0.01883764,0.011942995,0.009641878,0.012796449,0.47168544,34474.016,0.36281,7.5439997,0.28737,0.60627,0.021243362,2343.7346,0.0,0.0,5.683582377653335,19.16429139072848,-1.2331733,,0.011794818,2460.0,-0.053452328,0.5299772,0.17029773,0.694758520443459,0.0041895,0.0159112086149346,0.010898411238101978,0.012375163,0.7152339825827285,0.5718599,0.0007548683,0.18438819,0.10181394,0.60470766,-0.0058714915
12402.0,Grayling charter,MI,42.007,0.29704,104421,0.0,0.0038019172,0.036772933,0.026983254,0.025433302,0.02755627,0.457118,34359.562,0.43289,13.319,0.2997,0.55639,0.02625666,1681.3416,0.0,0.0,5.917000034972529,18.83602048106692,-0.1542453,,0.009576618,2141.0,-0.20463836,0.5317361,0.14029543,1.0787592269291628,0.0055716997,0.022227329751678303,0.013550914088162343,0.01462019,0.6062054147775155,0.35069573,0.0009959682,0.19211654,0.105027385,0.62102896,-0.010861552
12501.0,Dayton,OH,38.26225,0.39673,1179009,1.0,0.11644865,0.35543907,0.079533614,0.073196806,0.084334545,0.34086004,39001.59,0.38737,10.176,0.28561,0.57763,0.021021673,2162.1062,2.6599999999999997,0.0,5.7103967829782905,18.87629875915866,6.092691,,0.01611523,8460.454,0.03753787,0.6532528,0.2202006,0.9415889013271338,0.0049002003,0.011926117612333748,0.014976984908512148,0.020509364,0.4750951017247607,0.39819035,0.0015119492,0.23367104,0.11215858,0.5559458,-0.011150332
12502.0,Washington Court House,OH,38.66925,0.37873,109851,0.0,0.018679848,0.06640117,0.019086855,0.019739551,0.017243167,0.3453473,32902.863,0.33011,8.036,0.24975002,0.6441,0.01535513,1849.6992,2.6599999999999997,0.0,4.804508596923383,20.486109829257042,7.923681,,0.018206479,8682.499,-0.055826854,0.65357876,0.22527525,3.3509883801728195,0.0048684003,0.025789478475389392,0.022921957924825445,0.008602309,0.2100951101239813,0.3175028,0.00044605875,0.19348903,0.10475248,0.59701616,-0.010887451
12600.0,Wayne,IN,37.3145,0.37786,104034,1.0,0.038823847,0.11952769,0.038303558,0.035996586,0.038183775,0.46360236,34114.914,0.38941,10.525,0.28416,0.58992,0.018473294,2148.2627,0.0,0.0,7.067296164355826,17.950406698564592,-1.3928516,,0.028836727,11267.328,-0.08036754,0.6428118,0.28189242,1.443620404704412,0.0045857,0.01168848645635081,0.016071668877482362,0.011900434,0.8869724101865224,0.41670993,0.0016436934,0.21943966,0.11552542,0.586365,-0.012096636
12701.0,Cincinnati,OH,37.85575,0.42927,1954800,1.0,0.117446795,0.3488255,0.11019492,0.105959795,0.11282088,0.25785452,42062.96,0.45249,13.813999,0.31435,0.52377,0.019730007,2174.133,2.6599999999999997,0.0,6.242822762466641,19.147067228998356,5.4320354,-0.014516515,0.014835278,5414.5874,-0.011059295,0.66672546,0.17310134,1.216249483098129,0.0055574,0.011000102312257008,0.011938305709023942,0.026017454,0.38815125016846863,0.44399324,0.0017808938,0.2246617,0.102244884,0.54642236,-0.009584977
